customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday,age,age_group
1203628,male,damon_gilchrist,amesbury,nh,new_hampshire,1913,united_states,north_america,1992-07-10,34,26-35
1203747,female,lori_bowers,saint_louis,mo,missouri,63108,united_states,north_america,2001-02-09,25,18-25
1203898,male,david_normandin,wichita,ks,kansas,67202,united_states,north_america,1983-11-16,43,36-45
1204304,female,vickie_dahmen,montpelier,vt,vermont,5602,united_states,north_america,1948-07-15,78,65+
1204360,male,eric_arnold,san_jose,ca,california,95134,united_states,north_america,1982-04-11,44,36-45
1204396,male,victor_hill,reno,nv,nevada,89501,united_states,north_america,1954-09-01,72,65+
1204568,female,denise_devine,bridgeville,pa,pennsylvania,15017,united_states,north_america,1949-07-13,77,65+
1204679,female,florence_farley,worcester,ma,massachusetts,1608,united_states,north_america,1945-01-20,81,65+
1205065,male,james_yokota,kirkland,wa,washington,98034,united_states,north_america,1969-01-22,57,56-65
1205531,male,arnold_oxford,kansas_city,mo,missouri,64106,united_states,north_america,1997-10-02,29,26-35
1205636,male,rick_bass,brooklyn,ny,new_york,11226,united_states,north_america,1966-02-24,60,56-65
1205641,female,glenda_monte,wayne,nj,new_jersey,7477,united_states,north_america,1985-05-06,41,36-45
1205821,male,bruce_ramirez,el_paso,tx,texas,79922,united_states,north_america,1956-02-15,70,65+
1206011,female,angela_williams,richmond,va,virginia,23238,united_states,north_america,2001-11-02,25,18-25
1206405,male,francis_menzies,walla_walla,wa,washington,99362,united_states,north_america,1947-06-25,79,65+
1206414,female,heather_preston,chillicothe,oh,ohio,45601,united_states,north_america,1971-02-04,55,46-55
1206473,male,lonnie_johns,dallas_center,ia,iowa,50063,united_states,north_america,1976-05-15,50,46-55
1206520,male,kristopher_smith,louisville,ky,kentucky,40202,united_states,north_america,1988-06-12,38,36-45
1206573,male,louie_stribling,northbrook,il,illinois,60062,united_states,north_america,1974-04-20,52,46-55
1206948,male,kenneth_scaife,washington,dc,washington_dc,20007,united_states,north_america,1935-07-13,91,65+
1207010,male,floyd_sherlock,appleton,wi,wisconsin,54911,united_states,north_america,1943-04-21,83,65+
1207035,male,john_michelson,arlington,tx,texas,76011,united_states,north_america,1987-02-02,39,36-45
1207133,female,helen_hunter,port_st_lucie,fl,florida,33452,united_states,north_america,1995-01-27,31,26-35
1207301,female,charlene_hobbs,stafford,tx,texas,77477,united_states,north_america,1989-03-06,37,36-45
1207419,male,henry_leak,claverack,ny,new_york,12513,united_states,north_america,1966-08-08,60,56-65
1207658,female,gayla_evans,overland_park,mo,missouri,64110,united_states,north_america,1951-12-07,75,65+
1207956,male,edward_archer,charlotte,nc,north_carolina,28202,united_states,north_america,1962-09-27,64,56-65
1207969,male,peter_chi,cocoa,fl,florida,32922,united_states,north_america,1995-05-25,31,26-35
1208003,male,david_gonzalez,stamps,ar,arkansas,71860,united_states,north_america,1987-07-22,39,36-45
1208128,female,lorraine_ogle,woburn,ma,massachusetts,1801,united_states,north_america,1943-06-18,83,65+
1208471,male,matthew_lint,oklahoma_city,ok,oklahoma,73162,united_states,north_america,1985-08-24,41,36-45
1208498,female,racheal_williams,broken_arrow,ok,oklahoma,74012,united_states,north_america,1996-10-16,30,26-35
1208558,male,patrick_locklear,new_york,ny,new_york,10016,united_states,north_america,1990-11-20,36,36-45
1208569,female,laurel_dunn,salt_lake_city,ut,utah,84104,united_states,north_america,1971-01-20,55,46-55
1208615,female,jean_vega,madisonville,ky,kentucky,42431,united_states,north_america,1983-11-01,43,36-45
1208968,female,lucy_ketron,fresno,ca,california,93706,united_states,north_america,1996-02-06,30,26-35
1209026,male,dan_diaz,dallas,tx,texas,75207,united_states,north_america,1973-01-21,53,46-55
1209498,male,donald_wilson,farmington_hills,mi,michigan,48331,united_states,north_america,1966-05-01,60,56-65
1209524,male,george_lance,eugene,or,oregon,97401,united_states,north_america,1947-04-17,79,65+
1209643,male,eric_sigala,portland,me,maine,4101,united_states,north_america,1950-02-17,76,65+
1209694,female,kay_degroat,newark,nj,new_jersey,7102,united_states,north_america,1981-11-19,45,36-45
1209835,male,kevin_winkle,akron,oh,ohio,44308,united_states,north_america,1944-05-20,82,65+
1210105,female,mary_mccollum,anniston,al,alabama,36201,united_states,north_america,1946-08-01,80,65+
1210288,female,tracy_jessup,chicago,il,illinois,60606,united_states,north_america,1965-03-22,61,56-65
1210412,male,clement_stamps,alexandria,va,virginia,22312,united_states,north_america,2001-06-03,25,18-25
1210460,male,sheldon_meadows,philadelphia,pa,pennsylvania,19103,united_states,north_america,1973-06-26,53,46-55
1210706,female,rose_ortiz,rockford,il,illinois,61109,united_states,north_america,1985-02-15,41,36-45
1210809,female,patricia_smith,tukwila,wa,washington,98168,united_states,north_america,1987-07-18,39,36-45
1210824,female,inez_coronado,wichita,ks,kansas,67202,united_states,north_america,2001-04-07,25,18-25
1210946,male,dale_baeza,monteview,id,idaho,83435,united_states,north_america,1965-01-12,61,56-65
1211218,female,patricia_palacios,henry,il,illinois,61537,united_states,north_america,1958-12-06,68,65+
1211258,male,frank_hawkins,mankato,mn,minnesota,56001,united_states,north_america,1968-11-20,58,56-65
1211608,female,elena_marble,atlanta,ga,georgia,30305,united_states,north_america,1951-10-24,75,65+
1211642,male,anthony_coy,atlantic_city,nj,new_jersey,8401,united_states,north_america,1944-08-09,82,65+
1211703,male,robert_demartino,chula_vista,ca,california,92010,united_states,north_america,1943-12-27,83,65+
1211756,female,kathryn_shirk,columbia,md,maryland,21045,united_states,north_america,1945-09-29,81,65+
1211796,female,heather_martin,worcester,ma,massachusetts,1610,united_states,north_america,1940-03-05,86,65+
1211824,female,celia_haynes,dallas,tx,texas,75240,united_states,north_america,1941-01-05,85,65+
1212385,male,aaron_mitchell,midland,tx,texas,79701,united_states,north_america,1998-09-04,28,26-35
1212613,male,james_mays,houston,tx,texas,77025,united_states,north_america,1983-09-30,43,36-45
1212798,female,katrina_cook,baltimore,md,maryland,21236,united_states,north_america,1947-11-03,79,65+
1212831,male,jonathan_pate,tucson,az,arizona,85701,united_states,north_america,1994-12-31,32,26-35
1212939,female,hannah_aiello,los_angeles,ca,california,90017,united_states,north_america,1996-09-09,30,26-35
1213022,female,bonnie_sterling,houston,tx,texas,77020,united_states,north_america,1970-09-18,56,56-65
1213028,male,elvin_fisher,allentown,pa,pennsylvania,18103,united_states,north_america,1991-01-20,35,26-35
1213214,female,julie_gallagher,irving,tx,texas,75062,united_states,north_america,1955-09-17,71,65+
1213305,male,dwight_serra,east_boston,ma,massachusetts,2128,united_states,north_america,1936-08-25,90,65+
1213454,female,connie_simonsen,montgomery,al,alabama,36104,united_states,north_america,1947-10-22,79,65+
1213463,male,james_belcher,san_francisco,ca,california,94108,united_states,north_america,1983-02-24,43,36-45
1213515,male,herschel_giardina,dothan,al,alabama,36303,united_states,north_america,1979-07-12,47,46-55
1213535,male,michael_perry,columbus,ga,georgia,31901,united_states,north_america,1991-10-11,35,26-35
1213537,female,kasey_chadwell,pampa,tx,texas,79065,united_states,north_america,1967-04-09,59,56-65
1213953,male,dennis_custis,harlan,ia,iowa,51537,united_states,north_america,1974-02-04,52,46-55
1214035,female,robyn_wilson,beaverton,or,oregon,97008,united_states,north_america,1981-01-21,45,36-45
1214063,female,joyce_felten,buffalo,ny,new_york,14202,united_states,north_america,1972-11-04,54,46-55
1214232,female,jennifer_piotrowski,prattsville,ny,new_york,12468,united_states,north_america,1992-04-20,34,26-35
1214271,male,matthew_ray,east_waterford,pa,pennsylvania,17021,united_states,north_america,1939-09-08,87,65+
1214274,female,brenda_farris,lafayette,in,indiana,47905,united_states,north_america,1999-10-11,27,26-35
1214363,male,william_gonzalez,edison,ga,georgia,31746,united_states,north_america,1985-09-06,41,36-45
1214389,female,shirley_rosson,carrollton,tx,texas,75006,united_states,north_america,1995-03-25,31,26-35
1214559,male,alex_kelly,stlouis,mo,missouri,63101,united_states,north_america,1988-11-18,38,36-45
1214791,male,rafael_bates,norfolk,va,virginia,23502,united_states,north_america,1950-03-28,76,65+
1214993,male,james_marquez,lakewood,nj,new_jersey,8701,united_states,north_america,1937-11-28,89,65+
1215013,female,grace_jones,powersville,mo,missouri,64672,united_states,north_america,1937-09-16,89,65+
1215225,male,eric_mcintosh,albany,ny,new_york,12207,united_states,north_america,1982-09-22,44,36-45
1215249,male,adam_walker,los_angeles,ca,california,90017,united_states,north_america,1937-05-22,89,65+
1215617,female,michelle_thornton,cambridge,ma,massachusetts,2141,united_states,north_america,1972-07-08,54,46-55
1215660,female,frances_bacher,wilton,ct,connecticut,6897,united_states,north_america,2000-05-03,26,26-35
1215693,female,jeri_mitchell,pittsboro,nc,north_carolina,27312,united_states,north_america,1967-10-09,59,56-65
1215706,female,ashley_anderson,irvine,ca,california,92664,united_states,north_america,1951-08-04,75,65+
1215815,female,ila_gallardo,chantilly,va,virginia,22021,united_states,north_america,1971-09-10,55,46-55
1216454,male,joseph_karcher,ocala,fl,florida,34471,united_states,north_america,1979-11-28,47,46-55
1216890,female,tonya_miller,chantilly,va,virginia,22021,united_states,north_america,1960-06-03,66,65+
1216913,male,donald_woodie,garden_grove,ca,california,92643,united_states,north_america,1939-04-16,87,65+
1217088,male,mark_trask,brook_park,oh,ohio,44142,united_states,north_america,1970-03-27,56,56-65
1217153,female,beverly_childress,lyndhurst,nj,new_jersey,7071,united_states,north_america,1967-03-03,59,56-65
1217161,male,michael_miller,herndon,va,virginia,22070,united_states,north_america,1973-05-19,53,46-55
1217343,female,laura_lara,batesville,ar,arkansas,72501,united_states,north_america,1942-08-21,84,65+
1217450,female,bonnie_linkous,saint_louis,mo,missouri,63146,united_states,north_america,1972-03-22,54,46-55
1217567,male,christopher_calaway,san_francisco,ca,california,94103,united_states,north_america,1947-02-18,79,65+
1218135,male,derek_gordon,bloomsburg,pa,pennsylvania,17815,united_states,north_america,1974-08-27,52,46-55
1218187,female,melissa_young,washington,md,maryland,20011,united_states,north_america,1993-11-15,33,26-35
1218356,male,jonathan_jones,walnut,ca,california,91789,united_states,north_america,1961-10-12,65,56-65
1218412,female,miriam_whitehead,san_antonio,tx,texas,78217,united_states,north_america,1953-09-06,73,65+
1218731,female,judy_stanley,manes,mo,missouri,65711,united_states,north_america,1977-03-27,49,46-55
1218776,male,charles_huntington,lexington,ky,kentucky,40509,united_states,north_america,1965-11-10,61,56-65
1218806,female,elizabeth_bronson,okeechobee,fl,florida,33472,united_states,north_america,1975-07-23,51,46-55
1218895,male,arthur_moore,madison,nj,new_jersey,7940,united_states,north_america,2000-07-08,26,26-35
1219366,female,frances_green,clarksburg,wv,west_virginia,26301,united_states,north_america,1958-02-19,68,65+
1219391,male,oscar_sullivan,morristown,nj,new_jersey,7960,united_states,north_america,1980-07-05,46,46-55
1219486,male,lee_crowe,raleigh,nc,north_carolina,27615,united_states,north_america,1942-12-27,84,65+
1219636,female,mary_alfaro,madison,wi,wisconsin,53703,united_states,north_america,1957-06-08,69,65+
1219767,male,juan_fries,bolton,ms,mississippi,39041,united_states,north_america,1937-04-01,89,65+
1220106,female,sallie_martin,atlanta,ga,georgia,30310,united_states,north_america,1952-12-28,74,65+
1220428,male,wesley_larson,framingham,ma,massachusetts,1701,united_states,north_america,1963-09-26,63,56-65
1220494,female,mary_wells,albany,ga,georgia,31701,united_states,north_america,1962-02-03,64,56-65
1221117,female,gail_gonsalves,meriden,ct,connecticut,6450,united_states,north_america,1985-11-13,41,36-45
1221220,female,rena_gallagher,scottsdale,az,arizona,85253,united_states,north_america,1974-12-29,52,46-55
1221358,female,becky_summers,norcross,ga,georgia,30092,united_states,north_america,1938-06-02,88,65+
1221391,female,mary_brennan,wichita,ar,arkansas,67202,united_states,north_america,1979-04-23,47,46-55
1221793,male,james_harris,san_diego,ca,california,92109,united_states,north_america,1970-08-06,56,56-65
1221906,female,rhoda_garza,fort_smith,ar,arkansas,72908,united_states,north_america,1947-12-30,79,65+
1221984,female,minnie_littlejohn,baltimore,md,maryland,21202,united_states,north_america,1942-03-11,84,65+
1222380,male,mario_culpepper,fort_washington,pa,pennsylvania,19034,united_states,north_america,1936-10-02,90,65+
1222785,male,jewel_krebs,ceresco,ne,nebraska,68017,united_states,north_america,1981-12-23,45,36-45
1222892,female,elizabeth_glass,east_syracuse,ny,new_york,13057,united_states,north_america,1955-11-05,71,65+
1223048,female,lynn_lowe,long_island_city,ny,new_york,11101,united_states,north_america,1973-04-01,53,46-55
1223111,male,james_alsup,readlyn,ia,iowa,50668,united_states,north_america,1937-07-15,89,65+
1223138,female,renee_middleton,fremont,ca,california,94536,united_states,north_america,1957-07-17,69,65+
1223141,female,florence_coles,jackson,ms,mississippi,39202,united_states,north_america,1985-11-22,41,36-45
1223146,male,charles_gonzalez,gloucester,ma,massachusetts,1930,united_states,north_america,1965-09-25,61,56-65
1223270,female,dale_samaniego,silver_spring,md,maryland,20904,united_states,north_america,1958-12-22,68,65+
1223275,male,jay_holmes,staten_island,ny,new_york,10312,united_states,north_america,1981-08-05,45,36-45
1223404,female,marilyn_clayton,science_hill,ky,kentucky,42553,united_states,north_america,1971-05-08,55,46-55
1224103,female,ada_hanlon,winooski,vt,vermont,5404,united_states,north_america,1965-01-20,61,56-65
1224252,male,hugh_broome,roanoke,va,virginia,24019,united_states,north_america,1972-01-25,54,46-55
1224434,male,edwin_trent,fresno,ca,california,93721,united_states,north_america,1935-06-09,91,65+
1224444,female,donna_thompson,westfield,nj,new_jersey,7090,united_states,north_america,1974-03-15,52,46-55
1224615,female,paula_barker,dalton,ga,georgia,30720,united_states,north_america,1961-01-15,65,56-65
1224732,male,michael_martin,pensacola,fl,florida,32514,united_states,north_america,1974-09-19,52,46-55
1225213,female,debra_collier,cutchogue,ny,new_york,11935,united_states,north_america,1993-05-30,33,26-35
1226012,male,august_taylor,mobile,al,alabama,36602,united_states,north_america,1959-03-02,67,65+
1226053,female,elizabeth_johnson,tukwila,wa,washington,98168,united_states,north_america,1997-07-04,29,26-35
1226067,male,walter_elder,san_diego,ca,california,92109,united_states,north_america,1984-12-18,42,36-45
1226164,female,betty_coogan,indian_rocks_beach,fl,florida,34644,united_states,north_america,1990-02-08,36,36-45
1226315,male,william_self,montgomery,al,alabama,36104,united_states,north_america,1993-04-26,33,26-35
1226365,female,jessica_taylor,bell,ca,california,90201,united_states,north_america,1974-08-18,52,46-55
1226395,male,darryl_stec,bridgeport,ct,connecticut,6604,united_states,north_america,1945-09-05,81,65+
1226535,female,marilynn_furey,evansville,in,indiana,47714,united_states,north_america,1951-08-27,75,65+
1226594,male,james_carr,coronado,ca,california,92118,united_states,north_america,1942-07-29,84,65+
1226702,female,jessica_hill,river_edge,nj,new_jersey,7649,united_states,north_america,1958-09-20,68,65+
1226752,male,peter_minor,jacksonville,il,illinois,62650,united_states,north_america,1987-02-15,39,36-45
1226835,male,alfred_gaymon,waialua,hi,hawaii,96791,united_states,north_america,1963-05-20,63,56-65
1227008,female,misty_vargas,hanceville,al,alabama,35033,united_states,north_america,1997-07-25,29,26-35
1227087,female,cathie_allen,belleville,il,illinois,62220,united_states,north_america,1945-11-29,81,65+
1227108,male,marty_bolger,knoxville,tn,tennessee,37917,united_states,north_america,1940-06-28,86,65+
1227572,female,jennifer_price,lake_placid,fl,florida,33852,united_states,north_america,1983-12-01,43,36-45
1227579,male,steve_edwards,lexington,ky,kentucky,40503,united_states,north_america,2000-12-01,26,26-35
1227648,female,brenda_martin,camp_grove,il,illinois,61424,united_states,north_america,1995-01-23,31,26-35
1227874,female,paula_mares,saginaw,mi,michigan,48607,united_states,north_america,1956-12-18,70,65+
1227891,female,michelle_gordon,dallas,tx,texas,75238,united_states,north_america,1993-12-01,33,26-35
1227948,female,hazel_bowman,french_settlement,la,louisiana,70733,united_states,north_america,1983-07-15,43,36-45
1227963,female,amy_carter,denver,co,colorado,80202,united_states,north_america,1949-11-05,77,65+
1228153,female,yolanda_parris,garden_city,ny,new_york,11530,united_states,north_america,1986-09-07,40,36-45
1228187,female,dianne_avalos,denver,co,colorado,80202,united_states,north_america,1989-04-23,37,36-45
1228544,female,janice_bateman,burbank,ca,california,91505,united_states,north_america,1967-03-23,59,56-65
1228689,male,joseph_sheehan,fort_lauderdale,fl,florida,33301,united_states,north_america,1958-01-08,68,65+
1228710,male,john_wise,phoenix,az,arizona,85034,united_states,north_america,1999-04-09,27,26-35
1228783,male,james_watts,houston,tx,texas,77017,united_states,north_america,1989-11-07,37,36-45
1229112,female,jill_shelton,hanover,md,maryland,21076,united_states,north_america,1974-02-13,52,46-55
1229492,male,thomas_novak,charlotte,nc,north_carolina,28209,united_states,north_america,1976-09-24,50,46-55
1229631,male,philip_thorne,glasgow,ky,kentucky,42141,united_states,north_america,1970-04-18,56,56-65
1229784,female,mary_padilla,miltonvale,ks,kansas,67466,united_states,north_america,1941-09-19,85,65+
1229883,male,charles_white,portland,or,oregon,97217,united_states,north_america,1962-03-23,64,56-65
1230014,male,nathan_crowder,los_angeles,ca,california,90017,united_states,north_america,1973-10-26,53,46-55
1230028,female,gladys_crespo,oxford,ms,mississippi,38655,united_states,north_america,1951-07-25,75,65+
1230034,male,alan_franklin,new_york,ny,new_york,10016,united_states,north_america,1938-04-26,88,65+
1230071,male,paul_perkins,shelton,wa,washington,98584,united_states,north_america,1997-12-30,29,26-35
1230214,male,mark_puckett,portland,or,oregon,97212,united_states,north_america,2000-09-27,26,26-35
1230319,male,stephen_lashley,bridgeville,pa,pennsylvania,15017,united_states,north_america,1972-03-13,54,46-55
1230348,male,warren_newlin,milwaukee,wi,wisconsin,53202,united_states,north_america,1980-06-23,46,46-55
1230356,female,wanda_morrissey,pontiac,mi,michigan,48057,united_states,north_america,1991-08-14,35,26-35
1230421,female,alicia_pennell,hattiesburg,ms,mississippi,39401,united_states,north_america,1977-10-24,49,46-55
1230469,male,bradley_blount,philadelphia,pa,pennsylvania,19108,united_states,north_america,1988-05-21,38,36-45
1230541,female,erin_freese,baton_rouge,la,louisiana,70806,united_states,north_america,1942-11-18,84,65+
1230567,female,nancy_purvis,fairbanks,ak,alaska,99701,united_states,north_america,1970-03-28,56,56-65
1230732,male,albert_pereyra,elmsford,ny,new_york,10523,united_states,north_america,2001-11-03,25,18-25
1230757,male,steven_gillespie,millburn,nj,new_jersey,7041,united_states,north_america,1941-09-30,85,65+
1231275,male,glenn_smith,hazelwood,mo,missouri,63042,united_states,north_america,2000-04-30,26,26-35
1231860,female,candice_fisher,camarillo,ca,california,93010,united_states,north_america,1964-10-01,62,56-65
1231909,female,andrea_mcmurray,overton,nv,nevada,89040,united_states,north_america,1980-11-21,46,46-55
1232096,male,thomas_donlon,sacramento,ca,california,95814,united_states,north_america,1993-03-08,33,26-35
1232128,male,tom_thomas,west_palm_beach,fl,florida,33410,united_states,north_america,1938-02-20,88,65+
1232212,male,david_thoma,kennewick,wa,washington,99336,united_states,north_america,1943-11-22,83,65+
1232332,male,harry_smalley,goodland,ks,kansas,67735,united_states,north_america,1944-11-22,82,65+
1232357,male,robert_baran,omak,wa,washington,98841,united_states,north_america,1952-07-16,74,65+
1232377,male,larry_carlton,centerville,va,virginia,22020,united_states,north_america,1993-05-28,33,26-35
1232421,female,bessie_lowe,cambridge,ma,massachusetts,2141,united_states,north_america,1993-12-30,33,26-35
1232687,female,cathy_bailey,indianapolis,in,indiana,46225,united_states,north_america,1961-07-06,65,56-65
1232857,female,jessica_stevenson,houston,tx,texas,77032,united_states,north_america,1958-01-11,68,65+
1232975,female,patricia_post,tampa,fl,florida,33602,united_states,north_america,1966-08-16,60,56-65
1233069,male,lance_barton,dallas,tx,texas,75207,united_states,north_america,2001-07-25,25,18-25
1233116,male,jay_murillo,fort_worth,tx,texas,76102,united_states,north_america,2000-07-22,26,26-35
1233278,male,rick_rawls,dayton,oh,ohio,45402,united_states,north_america,1945-09-25,81,65+
1233423,male,patrick_mill,stevens_point,wi,wisconsin,54481,united_states,north_america,1998-07-01,28,26-35
1233629,male,john_delaney,fort_myers,fl,florida,33905,united_states,north_america,1995-08-12,31,26-35
1233674,male,gary_reynolds,chicago,il,illinois,60605,united_states,north_america,1968-05-11,58,56-65
1233782,male,paul_rodgers,maple_shade,nj,new_jersey,8052,united_states,north_america,1949-08-17,77,65+
1233786,female,robin_graham,maiden,nc,north_carolina,28650,united_states,north_america,1990-07-04,36,36-45
1233842,male,william_harrison,deerfield_beach,fl,florida,33442,united_states,north_america,1951-03-11,75,65+
1233925,male,robert_davis,san_marcos,tx,texas,78666,united_states,north_america,2001-02-22,25,18-25
1233958,female,jacalyn_griffin,austin,tx,texas,78701,united_states,north_america,1984-11-11,42,36-45
1234000,male,mark_perkins,newman,il,illinois,61942,united_states,north_america,1957-01-21,69,65+
1234127,male,johnny_smith,camp_hill,pa,pennsylvania,17011,united_states,north_america,1977-03-06,49,46-55
1234186,female,lilia_dickey,orlando,fl,florida,32809,united_states,north_america,1988-02-24,38,36-45
1234232,male,hubert_fernandez,eagleville,pa,pennsylvania,19403,united_states,north_america,1998-08-23,28,26-35
1234478,female,glynda_lee,worthington,oh,ohio,43085,united_states,north_america,1962-12-21,64,56-65
1234624,female,lillian_carroll,lexington,ky,kentucky,40505,united_states,north_america,1985-10-31,41,36-45
1234648,male,kurt_leach,woodbridge,va,virginia,22191,united_states,north_america,1945-12-23,81,65+
1234718,female,mary_mcdougall,wooster,oh,ohio,44691,united_states,north_america,1955-02-03,71,65+
1234917,male,donald_roberts,los_angeles,ca,california,90046,united_states,north_america,1976-01-30,50,46-55
1234949,female,ruth_diaz,houston,tx,texas,77087,united_states,north_america,1951-08-19,75,65+
1234994,female,dawn_burke,ashland,or,oregon,97520,united_states,north_america,1936-09-30,90,65+
1235071,male,george_gardner,westland,mi,michigan,48185,united_states,north_america,1949-05-02,77,65+
1235189,female,carolyn_fray,whitestone,ny,new_york,11357,united_states,north_america,1966-12-03,60,56-65
1235343,female,millie_mccurry,corpus_christi,tx,texas,78476,united_states,north_america,1963-04-02,63,56-65
1235364,female,lori_bivins,winston_salem,nc,north_carolina,27127,united_states,north_america,1970-08-30,56,56-65
1235559,male,luther_horton,sedalia,mo,missouri,65301,united_states,north_america,1987-05-05,39,36-45
1235636,male,vince_toney,atlanta,ga,georgia,30303,united_states,north_america,1965-07-03,61,56-65
1235768,female,ruth_gaytan,chicago,il,illinois,60631,united_states,north_america,1987-02-11,39,36-45
1235846,female,rossie_gaona,schaumburg,il,illinois,60173,united_states,north_america,1985-03-01,41,36-45
1236256,male,joseph_hutchens,golden_valley,mn,minnesota,55427,united_states,north_america,1983-03-08,43,36-45
1236601,female,norma_fuentes,northglenn,co,colorado,80221,united_states,north_america,1986-11-28,40,36-45
1236924,female,florence_salazar,geneva,il,illinois,60134,united_states,north_america,1953-11-13,73,65+
1236959,male,ollie_osullivan,midlands,tx,texas,79756,united_states,north_america,1949-09-09,77,65+
1237096,female,rosemary_cantu,columbus,oh,ohio,43215,united_states,north_america,1966-02-06,60,56-65
1237493,female,janet_galloway,qulin,mo,missouri,63961,united_states,north_america,1968-07-16,58,56-65
1237683,male,leroy_cloninger,hampton,nh,new_hampshire,3842,united_states,north_america,1989-09-16,37,36-45
1237819,male,leonard_anderson,beltsville,va,virginia,20705,united_states,north_america,1983-09-06,43,36-45
1237927,female,stephanie_green,jackson,ms,mississippi,39211,united_states,north_america,1961-05-19,65,56-65
1237959,female,cindy_moore,murphy,nc,north_carolina,28906,united_states,north_america,1956-02-07,70,65+
1238419,female,susan_ruth,cleveland,oh,ohio,44114,united_states,north_america,1977-04-28,49,46-55
1238645,female,elena_williams,quartzsite,az,arizona,85648,united_states,north_america,1941-06-29,85,65+
1238858,male,william_king,globe,az,arizona,85501,united_states,north_america,1979-06-11,47,46-55
1238868,female,kathryn_kennedy,succasunna,nj,new_jersey,7876,united_states,north_america,1998-04-24,28,26-35
1239188,male,luke_waters,new_orleans,la,louisiana,70117,united_states,north_america,1991-02-02,35,26-35
1239282,male,antony_burke,fresno,ca,california,93710,united_states,north_america,1979-08-27,47,46-55
1239387,male,michael_odom,peoria,il,illinois,61602,united_states,north_america,1941-03-03,85,65+
1239466,male,sheldon_brooks,waipahu,hi,hawaii,96797,united_states,north_america,1960-05-18,66,65+
1239489,female,barbara_latta,new_brighton,mn,minnesota,55112,united_states,north_america,1982-04-11,44,36-45
1239615,female,frances_herren,fargo,nd,north_dakota,58102,united_states,north_america,1957-05-04,69,65+
1239749,male,robert_huerta,san_mateo,ca,california,94403,united_states,north_america,1985-01-12,41,36-45
1239772,female,loretta_krajewski,columbus,oh,ohio,43215,united_states,north_america,1976-06-18,50,46-55
1239780,female,janet_weiss,gast_glacier_park,mt,montana,59434,united_states,north_america,1966-02-27,60,56-65
1240089,male,raymond_morrison,columbia,sc,south_carolina,29210,united_states,north_america,1953-11-27,73,65+
1240113,male,daniel_hays,three_rivers,mi,michigan,49093,united_states,north_america,1981-07-20,45,36-45
1240195,male,lewis_sanchez,philadelphia,pa,pennsylvania,19131,united_states,north_america,1967-04-09,59,56-65
1240319,male,davis_varley,seymour,in,indiana,47274,united_states,north_america,1942-08-29,84,65+
1240329,female,amber_hodge,texarkana,tx,texas,75501,united_states,north_america,1978-09-03,48,46-55
1240339,male,charles_mosley,hingham,ma,massachusetts,2043,united_states,north_america,2000-05-26,26,26-35
1240472,male,donald_stubbs,plains,pa,pennsylvania,18705,united_states,north_america,1949-06-19,77,65+
1240492,female,virginia_dillard,west_portsmouth,oh,ohio,45663,united_states,north_america,1964-10-27,62,56-65
1240494,female,irene_jones,rochelle_park,nj,new_jersey,7662,united_states,north_america,1940-07-03,86,65+
1240530,female,cathy_james,wilmington,oh,ohio,45177,united_states,north_america,1962-08-30,64,56-65
1240603,female,jennifer_greenway,flanagan,il,illinois,61740,united_states,north_america,1978-06-18,48,46-55
1240746,female,lori_legg,saginaw,mi,michigan,48607,united_states,north_america,1999-06-27,27,26-35
1240776,female,heather_mcilvain,moscow_mills,mo,missouri,63362,united_states,north_america,1954-11-20,72,65+
1240904,male,marion_stromain,toms_river,nj,new_jersey,8753,united_states,north_america,1979-06-23,47,46-55
1240910,male,wiley_santiago,atlanta,ga,georgia,30329,united_states,north_america,1949-12-05,77,65+
1241018,female,brenda_vowels,newark,nj,new_jersey,7102,united_states,north_america,1943-06-15,83,65+
1241093,male,carl_roehl,greenwood,ms,mississippi,38930,united_states,north_america,1980-01-15,46,46-55
1241140,female,ruth_lyons,el_paso,tx,texas,79901,united_states,north_america,1980-03-27,46,46-55
1241190,female,patricia_wyatt,longview,tx,texas,75601,united_states,north_america,1964-02-29,62,56-65
1241253,female,christina_custer,rahway,nj,new_jersey,7065,united_states,north_america,1950-04-17,76,65+
1241312,male,bobby_todd,beulaville,nc,north_carolina,28518,united_states,north_america,1946-02-09,80,65+
1241542,female,pamela_serrano,utica,ny,new_york,13502,united_states,north_america,1992-11-14,34,26-35
1241547,female,nora_jared,farmingdale,ny,new_york,11735,united_states,north_america,1972-12-28,54,46-55
1241710,male,lonny_guynn,metropolis,il,illinois,62960,united_states,north_america,1995-07-19,31,26-35
1241747,male,philip_thomas,corrigan,tx,texas,75939,united_states,north_america,1993-04-21,33,26-35
1241748,male,william_figueroa,jackson,ms,mississippi,39209,united_states,north_america,1985-10-25,41,36-45
1241860,male,michael_garcia,enid,ok,oklahoma,73701,united_states,north_america,1955-08-09,71,65+
1241863,female,dorothy_castro,lexington,ky,kentucky,40507,united_states,north_america,1992-12-10,34,26-35
1242018,female,corinna_meaney,white_plains,ny,new_york,10601,united_states,north_america,1980-08-18,46,46-55
1242026,female,estefana_riley,park_ridge,il,illinois,60068,united_states,north_america,1938-04-23,88,65+
1242050,female,marketta_thompson,southfield,mi,michigan,48076,united_states,north_america,2000-05-16,26,26-35
1242225,female,jill_gonzalez,wadena,mn,minnesota,56482,united_states,north_america,1996-08-13,30,26-35
